id,Number,sentiment,text
979,22412,0,"Tensor2Tensor Intro tensorflow.python.framework.errors_impl.OutOfRangeError: Read fewer bytes than requested. ### System information
- **Have I written custom code (as opposed to using a stock example script provided in TensorFlow)**:
no
- **OS Platform and Distribution (e.g., Linux Ubuntu 16.04)**:
windows 10, x64
- **TensorFlow installed from (source or binary)**:
 pip (pip install --upgrade tensorflow)
- **TensorFlow version (use command below)**:
1.10.0
- **Python version**:
3.6
- **GPU model and memory**:
not using GPU, 12GB memory
Mobile device: N/A
Bazel version : N/A
CUDA/cuDNN version : N/A

### Describe the problem 
I'm trying to make the Tensor2Tensor intro: English to German translation with a pre-trained model work locally. I have downloaded the checkpoints to the right directory, however it's returning this error:
tensorflow.python.framework.errors_impl.OutOfRangeError: Read fewer bytes than requested

As you can see the checkpoints are in the proper directory:
![image](https://user-images.githubusercontent.com/24248699/45819470-ac0e8c00-bce4-11e8-85bf-fccc4e2e7c22.png)

I have tried redownloading the checkpoints many times, I can't seem to get the English to German translation working with the provided checkpoints.
@lukaszkaiser 

- **Exact command to reproduce**:


`

### Source code / logs
>>> def translate(inputs):
...     encoded_inputs = encode(inputs)
...     print(encoded_inputs)
...     with tfe.restore_variables_on_create(ckpt_path):
...         model_output = translate_model.infer(encoded_inputs)[""outputs""]
...         print(model_output)
...     return decode(model_output)
...
>>> inputs = ""The animal didn't cross the street because it was too tired""
>>> outputs = translate(inputs)
{'inputs': <tf.Tensor: id=202, shape=(1, 15, 1), dtype=int32, numpy=
array([[[   28],
        [ 4705],
        [ 6253],
        [   83],
        [   62],
        [ 3444],
        [    4],
        [ 3825],
        [  244],
        [   40],
        [   53],
        [  362],
        [19285],
        [   85],
        [    1]]])>}
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""<stdin>"", line 4, in translate
  File ""C:\Users\david.salsbach\AppData\Local\Programs\Python\Python36\lib\contextlib.py"", line 81, in __enter__
    return next(self.gen)
  File ""C:\Users\david.salsbach\AppData\Local\Programs\Python\Python36\lib\site-packages\tensorflow\contrib\eager\python\saver.py"", line 91, in restore_variables_on_create
    ckpt_var_cache[k] = reader.get_tensor(k)
  File ""C:\Users\david.salsbach\AppData\Local\Programs\Python\Python36\lib\site-packages\tensorflow\python\pywrap_tensorflow_internal.py"", line 348, in get_tensor
    status)
  File ""C:\Users\david.salsbach\AppData\Local\Programs\Python\Python36\lib\site-packages\tensorflow\python\framework\errors_impl.py"", line 519, in __exit__
    c_api.TF_GetCode(self.status.status))
tensorflow.python.framework.errors_impl.OutOfRangeError: Read fewer bytes than requested
>>> print(""Inputs: %s"" % inputs)
Inputs: The animal didn't cross the street because it was too tired
>>> print(""Outputs: %s"" % outputs)
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
NameError: name 'outputs' is not defined
"
1023,28856,0,"TFLiteConverterV2 has no attribute 'from_saved_model'. **System information**
- Have I written custom code (as opposed to using a stock example script provided in TensorFlow): **No**
- OS Platform and Distribution (e.g., Linux Ubuntu 16.04): **Ubuntu 16.04**
- Mobile device (e.g. iPhone 8, Pixel 2, Samsung Galaxy) if the issue happens on mobile device:
- TensorFlow installed from (source or binary):
- TensorFlow version (use command below): **v1.12.0-9492-g2c319fb415 2.0.0-alpha0**
- Python version: **3.6**
- Bazel version (if compiling from source):
- GCC/Compiler version (if compiling from source):
- CUDA/cuDNN version: **9.0/7.1.4**
- GPU model and memory:

**Describe the current behavior**
When running , an error occurs as described in the title.

**Describe the expected behavior**
The TF lite converter should work properly.

**Code to reproduce the issue**
Just follow the sample code in [here](https://www.tensorflow.org/lite/r2/convert/python_api)
"
1231,2199,0,"Tensorflow GRU error when trying to concatenate activations to outputs. I have been trying to grab the activations of the GRU cell layer in the following manner



Later I try to grab the activations in the following way



However this fails in the  step with the following error

Traceback (most recent call last):
  File ""myautoencoder.py"", line 29, in <module>
    outputs_activations, outputs_activations = rnn.rnn(cell=cell, inputs=x, initial_state=initial_state, sequence_length=s)
  File ""xxx/anaconda/lib/python2.7/site-packages/tensorflow/python/ops/rnn.py"", line 141, in rnn
    zero_output, state, call_cell)
  File ""/xxx/anaconda/lib/python2.7/site-packages/tensorflow/python/ops/rnn.py"", line 265, in _rnn_step
    _maybe_copy_some_through)
  File ""/xxx/anaconda/lib/python2.7/site-packages/tensorflow/python/ops/control_flow_ops.py"", line 1157, in cond
    res_f = context_f.BuildCondBranch(fn2)
  File ""/xxx/anaconda/lib/python2.7/site-packages/tensorflow/python/ops/control_flow_ops.py"", line 1073, in BuildCondBranch
    r = fn()
  File ""/xxx/anaconda/lib/python2.7/site-packages/tensorflow/python/ops/rnn.py"", line 247, in _maybe_copy_some_through
    lambda: _copy_some_through(new_output, new_state))
  File ""/xxx/anaconda/lib/python2.7/site-packages/tensorflow/python/ops/control_flow_ops.py"", line 1157, in cond
    res_f = context_f.BuildCondBranch(fn2)
  File ""/xxx/anaconda/lib/python2.7/site-packages/tensorflow/python/ops/control_flow_ops.py"", line 1073, in BuildCondBranch
    r = fn()
  File ""/xxx/anaconda/lib/python2.7/site-packages/tensorflow/python/ops/rnn.py"", line 247, in <lambda>
    lambda: _copy_some_through(new_output, new_state))
  File ""/xxx/anaconda/lib/python2.7/site-packages/tensorflow/python/ops/rnn.py"", line 236, in _copy_some_through
    return (math_ops.select(copy_cond, zero_output, new_output),
  File ""/xxx/anaconda/lib/python2.7/site-packages/tensorflow/python/ops/gen_math_ops.py"", line 1396, in select
    name=name)
  File ""/xxx/anaconda/lib/python2.7/site-packages/tensorflow/python/ops/op_def_library.py"", line 655, in apply_op
    op_def=op_def)
  File ""/xxx/anaconda/lib/python2.7/site-packages/tensorflow/python/framework/ops.py"", line 2156, in create_op
    set_shapes_for_outputs(ret)
  File ""/xxx/anaconda/lib/python2.7/site-packages/tensorflow/python/framework/ops.py"", line 1612, in set_shapes_for_outputs
    shapes = shape_func(op)
  File ""/xxx/anaconda/lib/python2.7/site-packages/tensorflow/python/ops/math_ops.py"", line 1411, in _SelectShape
    t_e_shape = t_shape.merge_with(e_shape)
  File ""/xxx/anaconda/lib/python2.7/site-packages/tensorflow/python/framework/tensor_shape.py"", line 554, in merge_with
    (self, other))
ValueError: Shapes (32, 33) and (32, 132) are not compatible

My batch size is 32 and number of neurons is 33, 132 = 33*4 which makes sense. What I dont understand is why is there a lingering (32,33) tensor? Thank you.
"
1235,27112,0,"Cannot export Keras model TypeError: ('Not JSON Serializable:', b'\n...'). Versions:
Mac OS 10.14.3
TF 2.0.0-dev20190319




It is curious that the preprocessing steps can serialize fine, but something goes wrong either with the definition/building of the , or with the postprocessing steps...
(I apologize in advance if this is user error and not a bug-- it seems related to issues [here] (https://github.com/tensorflow/tensorflow/issues/19303) and [here](https://github.com/keras-team/keras/issues/9342) both of which have seemingly hacky solutions.



It is also curious to me that the constants used for unstandardizing the output do not show up as  of the second model.  Is this expected behavior?  "
998,6711,0,"Android demo accuracy. ### What related GitHub issues or StackOverflow threads have you found by searching the web for your problem?
I searched #1269 #504 

### Environment info
Mac OS for build and Android version 5 to run .apk demo.   

### If possible, provide a minimal reproducible example (We usually don't have time to read hundreds of lines of your code)

I followed the steps mentioned in #1269 and could able to run the example successfully, but the accuracy of the result is very low and often wrong. I have trained my systems on 25 different daily used products like soap, soup, noodles, etc. 
Where as when i run the same example using following script it give me very high accuracy (approx. 90-95%)



The only difference i see here is that the model file used in the android demo is stripped because it does not support DecodeJpeg, whereas in the above code its the actually generated unstripped model. Is there any specific reason or somewhere i am wrong here? 

### What other attempted solutions have you tried?
Yes, i the above script and it gives me quite high accuracy result. 
"
789,2883,0,"iOS example DecodeJpeg issue with Image Retraining model. ### Environment info

Operating System: iOS
### Steps to reproduce
1. Follow the contrib/makefile/README to install the tensorflow iOS core lib
2. Create my own model with the Image Retraining tutorial
3. Run the iOS example, error is logged.
### Logs or other output that would be helpful


### Related to
#2754 except that I want to use the pd file generated from the Image Retraining tutorial
"
1179,21588,0," ./tensorflow/contrib/lite/build_rpi_lib.sh /bin/sh: 1: [[: not found make: arm-linux-gnueabihf-: Command not found. ### System information
- **Have I written custom code (as opposed to using a stock example script provided in TensorFlow)**:  NO
- **OS Platform and Distribution (e.g., Linux Ubuntu 16.04)**:  Linux Ubuntu 16.04 64bit
- **Mobile device (e.g. iPhone 8, Pixel 2, Samsung Galaxy) if the issue happens on mobile device**:  NO devices
- **TensorFlow installed from (source or binary)**:  pip install tensorflow-gpu==1.9
- **TensorFlow version (use command below)**:  1.9 gpu
- **Python version**:   python2.7
- **Bazel version (if compiling from source)**: NO Bazel
- **GCC/Compiler version (if compiling from source)**:   gcc (Ubuntu 5.4.0-6ubuntu1~16.04.10) 5.4.0 20160609
- **CUDA/cuDNN version**:  cuda9.0 cudnn7.0
- **GPU model and memory**: gtx1070
- **Exact command to reproduce**:

You can collect some of this information using our environment capture script:

https://github.com/tensorflow/tensorflow/tree/master/tools/tf_env_collect.sh

You can obtain the TensorFlow version with

### Describe the problem
get help from https://github.com/tensorflow/tensorflow/blob/master/tensorflow/contrib/lite/g3doc/rpi.md

my work Dir is :  /home/icare/yqli/tensorflow

I can successfully run the  :     
./tensorflow/contrib/lite/download_dependencies.sh
chmod 777 ./tensorflow/contrib/lite/build_rpi_lib.sh

but when I run the  :   
./tensorflow/contrib/lite/build_rpi_lib.sh

erros occurs ：
icare@icare-5F:tensorflow$ ./tensorflow/contrib/lite/build_rpi_lib.sh
+ set -e
+++ dirname ./tensorflow/contrib/lite/build_rpi_lib.sh
++ cd ./tensorflow/contrib/lite
++ pwd
+ SCRIPT_DIR=/home/icare/yqli/tensorflow/tensorflow/contrib/lite
+ cd /home/icare/yqli/tensorflow/tensorflow/contrib/lite/../../..
+ CC_PREFIX=arm-linux-gnueabihf-
+ make -j 3 -f tensorflow/contrib/lite/Makefile TARGET=RPI TARGET_ARCH=armv7
/bin/sh: 1: [[: not found
/home/icare/yqli/tensorflow/tensorflow/contrib/lite/gen/bin/rpi_armv7/benchmark_model
arm-linux-gnueabihf- g++ --std=c++11 -O3 -DNDEBUG -march=armv7-a -mfpu=neon-vfpv4 -funsafe-math-optimizations -ftree-vectorize -I. -I/home/icare/yqli/tensorflow/tensorflow/contrib/lite/../../../ -I/home/icare/yqli/tensorflow/tensorflow/contrib/lite/downloads/ -I/home/icare/yqli/tensorflow/tensorflow/contrib/lite/downloads/eigen -I/home/icare/yqli/tensorflow/tensorflow/contrib/lite/downloads/gemmlowp -I/home/icare/yqli/tensorflow/tensorflow/contrib/lite/downloads/neon_2_sse -I/home/icare/yqli/tensorflow/tensorflow/contrib/lite/downloads/farmhash/src -I/home/icare/yqli/tensorflow/tensorflow/contrib/lite/downloads/flatbuffers/include -I/home/icare/yqli/tensorflow/tensorflow/contrib/lite/gen/obj/ -I/usr/local/include -c tensorflow/contrib/lite/allocation.cc -o /home/icare/yqli/tensorflow/tensorflow/contrib/lite/gen/obj/rpi_armv7/tensorflow/contrib/lite/allocation.o
arm-linux-gnueabihf- g++ --std=c++11 -O3 -DNDEBUG -march=armv7-a -mfpu=neon-vfpv4 -funsafe-math-optimizations -ftree-vectorize -I. -I/home/icare/yqli/tensorflow/tensorflow/contrib/lite/../../../ -I/home/icare/yqli/tensorflow/tensorflow/contrib/lite/downloads/ -I/home/icare/yqli/tensorflow/tensorflow/contrib/lite/downloads/eigen -I/home/icare/yqli/tensorflow/tensorflow/contrib/lite/downloads/gemmlowp -I/home/icare/yqli/tensorflow/tensorflow/contrib/lite/downloads/neon_2_sse -I/home/icare/yqli/tensorflow/tensorflow/contrib/lite/downloads/farmhash/src -I/home/icare/yqli/tensorflow/tensorflow/contrib/lite/downloads/flatbuffers/include -I/home/icare/yqli/tensorflow/tensorflow/contrib/lite/gen/obj/ -I/usr/local/include -c tensorflow/contrib/lite/arena_planner.cc -o /home/icare/yqli/tensorflow/tensorflow/contrib/lite/gen/obj/rpi_armv7/tensorflow/contrib/lite/arena_planner.o
make: arm-linux-gnueabihf-: Command not found
arm-linux-gnueabihf- gcc --std=c++11 -O3 -DNDEBUG -march=armv7-a -mfpu=neon-vfpv4 -funsafe-math-optimizations -ftree-vectorize -I. -I/home/icare/yqli/tensorflow/tensorflow/contrib/lite/../../../ -I/home/icare/yqli/tensorflow/tensorflow/contrib/lite/downloads/ -I/home/icare/yqli/tensorflow/tensorflow/contrib/lite/downloads/eigen -I/home/icare/yqli/tensorflow/tensorflow/contrib/lite/downloads/gemmlowp -I/home/icare/yqli/tensorflow/tensorflow/contrib/lite/downloads/neon_2_sse -I/home/icare/yqli/tensorflow/tensorflow/contrib/lite/downloads/farmhash/src -I/home/icare/yqli/tensorflow/tensorflow/contrib/lite/downloads/flatbuffers/include -I/home/icare/yqli/tensorflow/tensorflow/contrib/lite/gen/obj/ -I/usr/local/include -c tensorflow/contrib/lite/context.c -o /home/icare/yqli/tensorflow/tensorflow/contrib/lite/gen/obj/rpi_armv7/tensorflow/contrib/lite/context.o
make: arm-linux-gnueabihf-: Command not found
tensorflow/contrib/lite/Makefile:203: recipe for target '/home/icare/yqli/tensorflow/tensorflow/contrib/lite/gen/obj/rpi_armv7/tensorflow/contrib/lite/allocation.o' failed
make: *** [/home/icare/yqli/tensorflow/tensorflow/contrib/lite/gen/obj/rpi_armv7/tensorflow/contrib/lite/allocation.o] Error 127
make: *** Waiting for unfinished jobs....
tensorflow/contrib/lite/Makefile:203: recipe for target '/home/icare/yqli/tensorflow/tensorflow/contrib/lite/gen/obj/rpi_armv7/tensorflow/contrib/lite/arena_planner.o' failed
make: *** [/home/icare/yqli/tensorflow/tensorflow/contrib/lite/gen/obj/rpi_armv7/tensorflow/contrib/lite/arena_planner.o] Error 127
make: arm-linux-gnueabihf-: Command not found
tensorflow/contrib/lite/Makefile:207: recipe for target '/home/icare/yqli/tensorflow/tensorflow/contrib/lite/gen/obj/rpi_armv7/tensorflow/contrib/lite/context.o' failed
make: *** [/home/icare/yqli/tensorflow/tensorflow/contrib/lite/gen/obj/rpi_armv7/tensorflow/contrib/lite/context.o] Error 127

It seems that the “arm-linux-gnueabihf- g++” can not be found,

icare@icare-5F:tensorflow$ arm-linux-gnueabihf- g++
arm-linux-gnueabihf-: command not found

But it can find ""arm-linux-gnueabihf-g++""
icare@icare-5F:tensorflow$ arm-linux-gnueabihf-g++
arm-linux-gnueabihf-g++: fatal error: no input files
compilation terminated.

why  there is a space between the ""arm-linux-gnueabihf-"" and ""g++"",
how to solve the problem?

I have never modified the build_rpi_lib.sh and teh Makefile   
                                                                                                         

thanks for your time"
439,26421,0,"Syntax Error in Udacity example code. <em>Please make sure that this is a bug. As per our [GitHub Policy](https://github.com/tensorflow/tensorflow/blob/master/ISSUES.md), we only address code/doc bugs, performance issues, feature requests and build/installation issues on GitHub. tag:bug_template</em>

**System information**
- Have I written custom code (as opposed to using a stock example script provided in TensorFlow): No
- OS Platform and Distribution (e.g., Linux Ubuntu 16.04): Windows 10
- Mobile device (e.g. iPhone 8, Pixel 2, Samsung Galaxy) if the issue happens on mobile device: No
- TensorFlow installed from (source or binary): Binary
- TensorFlow version (use command below): 1.13.1
- Python version: 3.6.8
- Bazel version (if compiling from source): NA
- GCC/Compiler version (if compiling from source): NA
- CUDA/cuDNN version: 10.0
- GPU model and memory: nVIDIA GTX 1050 Ti


You can collect some of this information using our environment capture [script](https://github.com/tensorflow/tensorflow/tree/master/tools/tf_env_collect.sh)
You can also obtain the TensorFlow version with
python -c ""import tensorflow as tf; print(tf.GIT_VERSION, tf.VERSION)""

**Describe the current behavior**
A syntax error is raised.

**Describe the expected behavior**
The example code should work without modifications.

**Code to reproduce the issue**
Provide a reproducible test case that is the bare minimum necessary to generate the problem.
The first code block on:
https://github.com/tensorflow/tensorflow/blob/master/tensorflow/examples/udacity/1_notmnist.ipynb

gives an error when it tries to execute:



**Other info / logs**
Include any logs or source code that would be helpful to diagnose the problem. If including tracebacks, please include the full traceback. Large logs and files should be attached.
"
491,44361,0,"tensorflow 2.3.1 issue causing python crash on macOS upon index update(PyCharm). <em>Please make sure that this is a bug. As per our
[GitHub Policy](https://github.com/tensorflow/tensorflow/blob/master/ISSUES.md),
we only address code/doc bugs, performance issues, feature requests and
build/installation issues on GitHub. tag:bug_template</em>

**System information**
- Have I written custom code (as opposed to using a stock example script provided in TensorFlow):
- OS Platform and Distribution macOS Catalina 10.15.7
- Mobile device (e.g. iPhone 8, Pixel 2, Samsung Galaxy) if the issue happens on mobile device:
- TensorFlow installed from binary
- TensorFlow version v2.3.0-54-gfcc4b966f1 2.3.1
- Python version: 3.8.6
- Bazel version (if compiling from source):
- GCC/Compiler version (if compiling from source):
- CUDA/cuDNN version:
- GPU model and memory:

You can collect some of this information using our environment capture
[script](https://github.com/tensorflow/tensorflow/tree/master/tools/tf_env_collect.sh)
You can also obtain the TensorFlow version with:
1. TF 1.0: 
2. TF 2.0: 


**Describe the current behavior**

A problem occurs upon index update conducted by PyCharm which happens at PyCharm startup. It goes away by uninstalling tensorflow, however when I reinstall, the same problem recurs.

**Describe the expected behavior**

Python shouldn't crash

**Standalone code to reproduce the issue**
Provide a reproducible test case that is the bare minimum necessary to generate
the problem. If possible, please share a link to Colab/Jupyter/any notebook.
Just open pycharm after installing tf 2.3.1

**Other info / logs** Include any logs or source code that would be helpful to
diagnose the problem. If including tracebacks, please include the full
traceback. Large logs and files should be attached.

"
1228,24064,0,"can't use tensorflow-gpu=1.12. I use anaconda and I both have cuda8 and cuda10 with the right cudnn. 
I tried 3.6.2 and 3.6.6. None of them works. 
Not only in the windows desk top. The tensorflow can't work on  linux cluster.

(py36) C:\Users\GUANGYUAN>python
Python 3.6.2 |Continuum Analytics, Inc.| (default, Jul 20 2017, 12:30:02) [MSC v.1900 64 bit (AMD64)] on win32
Type ""help"", ""copyright"", ""credits"" or ""license"" for more information.
>>> import tensorflow
Traceback (most recent call last):
  File ""C:\Users\GUANGYUAN\AppData\Local\conda\conda\envs\py36\lib\site-packages\tensorflow\python\pywrap_tensorflow.py"", line 58, in <module>
    from tensorflow.python.pywrap_tensorflow_internal import *
  File ""C:\Users\GUANGYUAN\AppData\Local\conda\conda\envs\py36\lib\site-packages\tensorflow\python\pywrap_tensorflow_internal.py"", line 28, in <module>
    _pywrap_tensorflow_internal = swig_import_helper()
  File ""C:\Users\GUANGYUAN\AppData\Local\conda\conda\envs\py36\lib\site-packages\tensorflow\python\pywrap_tensorflow_internal.py"", line 24, in swig_import_helper
    _mod = imp.load_module('_pywrap_tensorflow_internal', fp, pathname, description)
  File ""C:\Users\GUANGYUAN\AppData\Local\conda\conda\envs\py36\lib\imp.py"", line 242, in load_module
    return load_dynamic(name, filename, file)
  File ""C:\Users\GUANGYUAN\AppData\Local\conda\conda\envs\py36\lib\imp.py"", line 342, in load_dynamic
    return _load(spec)
ImportError: DLL load failed: The specified module could not be found.

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""C:\Users\GUANGYUAN\AppData\Local\conda\conda\envs\py36\lib\site-packages\tensorflow\__init__.py"", line 24, in <module>
    from tensorflow.python import pywrap_tensorflow  # pylint: disable=unused-import
  File ""C:\Users\GUANGYUAN\AppData\Local\conda\conda\envs\py36\lib\site-packages\tensorflow\python\__init__.py"", line 49, in <module>
    from tensorflow.python import pywrap_tensorflow
  File ""C:\Users\GUANGYUAN\AppData\Local\conda\conda\envs\py36\lib\site-packages\tensorflow\python\pywrap_tensorflow.py"", line 74, in <module>
    raise ImportError(msg)
ImportError: Traceback (most recent call last):
  File ""C:\Users\GUANGYUAN\AppData\Local\conda\conda\envs\py36\lib\site-packages\tensorflow\python\pywrap_tensorflow.py"", line 58, in <module>
    from tensorflow.python.pywrap_tensorflow_internal import *
  File ""C:\Users\GUANGYUAN\AppData\Local\conda\conda\envs\py36\lib\site-packages\tensorflow\python\pywrap_tensorflow_internal.py"", line 28, in <module>
    _pywrap_tensorflow_internal = swig_import_helper()
  File ""C:\Users\GUANGYUAN\AppData\Local\conda\conda\envs\py36\lib\site-packages\tensorflow\python\pywrap_tensorflow_internal.py"", line 24, in swig_import_helper
    _mod = imp.load_module('_pywrap_tensorflow_internal', fp, pathname, description)
  File ""C:\Users\GUANGYUAN\AppData\Local\conda\conda\envs\py36\lib\imp.py"", line 242, in load_module
    return load_dynamic(name, filename, file)
  File ""C:\Users\GUANGYUAN\AppData\Local\conda\conda\envs\py36\lib\imp.py"", line 342, in load_dynamic
    return _load(spec)
ImportError: DLL load failed: The specified module could not be found.


Failed to load the native TensorFlow runtime.

See https://www.tensorflow.org/install/errors

for some common reasons and solutions.  Include the entire stack trace
above this error message when asking for help."
249,4566,1,"Allow user to control amount of GPU memory consumed. Environment:
~tensorflow 0.10 
~NVIDIA K80 GPU server. 
~ubuntu 14.04

I do not change the code which is download from this repository.
When I run ptb_word_lm.py, it takes up all my GPU memory (from device gpu:0 to device gpu:15). Is it a bug? How could I fix it?

Thanks a lot in advance!
Swind
"
1109,12427,0,"Error when retraining with retrain.py. ### System information
- **Have I written custom code (as opposed to using a stock example script provided in TensorFlow)**: original one
- **OS Platform and Distribution (e.g., Linux Ubuntu 16.04)**: Ubuntu 16.10
- **TensorFlow installed from (source or binary)**: 
- **TensorFlow version (use command below)**: latest,  before retraining, 
- **Python version**: Python 3.5.3 |Anaconda custom (64-bit)| (default, Mar  6 2017, 11:58:13) [GCC 4.4.7 20120313 (Red Hat 4.4.7-1)] on linux
- **Bazel version (if compiling from source)**: not used
- **CUDA/cuDNN version**: not used
- **GPU model and memory**: not used
- **Exact command to reproduce**:

I know it's Ubuntu 16.10, but mb the problem in something different (that you may already know)?

### Describe the problem
Error when retraining mobilenet

### Source code / logs


"
935,796,0,"Problem running Convolutional.py. I am trying to run the convolutional.py through the tensorflow virtualenv i am getting an error as follows 
Traceback (most recent call last):
  File ""convolutional.py"", line 290, in <module>
    tf.app.run()
  File ""/home/akshay/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/platform/default/_app.py"", line 30, in run
    sys.exit(main(sys.argv))
  File ""convolutional.py"", line 121, in main
    train_data_filename = maybe_download('train-images-idx3-ubyte.gz')
  File ""convolutional.py"", line 56, in maybe_download
    os.mkdir(WORK_DIRECTORY)
OSError: [Errno 13] Permission denied: 'data'

I am getting this error even when i am running as super user.
"
1343,19480,0,"Manually placing operations in eager execution raises FailedPreconditionError.. ### System information
- **Have I written custom code (as opposed to using a stock example script provided in TensorFlow)**: Yes
- **OS Platform and Distribution (e.g., Linux Ubuntu 16.04)**: Linux
- **TensorFlow installed from (source or binary)**: Binary
- **TensorFlow version (use command below)**: tensorflow 1.6
- **Python version**: python3.6
- **Bazel version (if compiling from source)**: 
- **GCC/Compiler version (if compiling from source)**:
- **CUDA/cuDNN version**: V9.0.176
- **GPU model and memory**:  NVIDIA Corporation GV100GL [Tesla V100 SXM2 16GB] (rev a1)
- **Exact command to reproduce**: 



### Describe the problem
I have a model that I believe was not automatically being placed onto an available GPU.  

I then placed this part of the computation inside a with_device() block.  This schematically looks like:

 

The error is thrown during the loss calculation step.  

### Source code / logs


2018-05-22 13:57:11.963021: I tensorflow/core/platform/cpu_feature_guard.cc:140] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2018-05-22 13:57:12.324280: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1212] Found device 0 with properties: 
name: Tesla V100-SXM2-16GB major: 7 minor: 0 memoryClockRate(GHz): 1.53
pciBusID: 0000:04:00.0
totalMemory: 15.78GiB freeMemory: 15.36GiB
2018-05-22 13:57:12.324584: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1312] Adding visible gpu devices: 0
2018-05-22 13:57:12.623548: I tensorflow/core/common_runtime/gpu/gpu_device.cc:993] Creating TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 14878 MB memory) -> physical GPU (device: 0, name: Tesla V100-SXM2-16GB, pci bus id: 0000:04:00.0, compute capability: 7.0)
Traceback (most recent call last):
  File ""tf_registration_continuous.py"", line 619, in <module>
    cProfile.run('main()', file)
  File ""/share/software/user/open/python/3.6.1/lib/python3.6/cProfile.py"", line 16, in run
    return _pyprofile._Utils(Profile).run(statement, filename, sort)
  File ""/share/software/user/open/python/3.6.1/lib/python3.6/profile.py"", line 55, in run
    prof.run(statement)
  File ""/share/software/user/open/python/3.6.1/lib/python3.6/cProfile.py"", line 95, in run
    return self.runctx(cmd, dict, dict)
  File ""/share/software/user/open/python/3.6.1/lib/python3.6/cProfile.py"", line 100, in runctx
    exec(cmd, globals, locals)
  File ""<string>"", line 1, in <module>
  File ""tf_registration_continuous.py"", line 615, in main
    accuracy ,runtime, final_loss = run_registration(directory='output/' + hparams_run.name, hparams=hparams_run, dataset_path = dataset_path, save_figs=False)
  File ""tf_registration_continuous.py"", line 525, in run_registration
    rm.register(save_summaries = save_figs, make_animation=save_figs)
  File ""tf_registration_continuous.py"", line 190, in register
    num_images_to_optimize_params= self.hparams.num_images_to_optimize_params
  File ""tf_registration_continuous.py"", line 105, in single_registration_step
    _ = self.eif.warp(scale, num_images_for_loss_calculation)
  File ""/home/groups/bmacint/Ultrasound/timing/elastic_image_field.py"", line 118, in warp
    field_image.initialize_translation()
  File ""/home/groups/bmacint/Ultrasound/timing/field_image.py"", line 87, in initialize_translation
    self.translation_warp_points = tf.tile(self.translation[tf.newaxis, tf.newaxis, :],
  File ""/share/software/user/open/py-tensorflow/1.6.0_py36/lib/python3.6/site-packages/tensorflow/python/ops/array_ops.py"", line 828, in _SliceHelperVar
    return _slice_helper(var._AsTensor(), slice_spec, var)
  File ""/share/software/user/open/py-tensorflow/1.6.0_py36/lib/python3.6/site-packages/tensorflow/python/ops/resource_variable_ops.py"", line 741, in _AsTensor
    return self.value()
  File ""/share/software/user/open/py-tensorflow/1.6.0_py36/lib/python3.6/site-packages/tensorflow/python/ops/resource_variable_ops.py"", line 572, in value
    return self._read_variable_op()
  File ""/share/software/user/open/py-tensorflow/1.6.0_py36/lib/python3.6/site-packages/tensorflow/python/ops/resource_variable_ops.py"", line 655, in _read_variable_op
    self._dtype)
  File ""/share/software/user/open/py-tensorflow/1.6.0_py36/lib/python3.6/site-packages/tensorflow/python/ops/gen_resource_variable_ops.py"", line 304, in read_variable_op
    attrs=_attrs, ctx=_ctx, name=name)
  File ""/share/software/user/open/py-tensorflow/1.6.0_py36/lib/python3.6/site-packages/tensorflow/python/eager/execute.py"", line 66, in quick_execute
    six.raise_from(core._status_to_exception(e.code, message), None)
  File ""<string>"", line 2, in raise_from
tensorflow.python.framework.errors_impl.FailedPreconditionError: Error while reading resource variable 152 from Container: eager-execution-0/. This could mean that the variable was uninitialized. Invalid argument: Trying to access resource located in device /job:localhost/replica:0/task:0/device:CPU:0 from device /job:localhost/replica:0/task:0/device:GPU:0 [Op:ReadVariableOp]

"
1317,29332,0,"[TF 2.0 API Docs] tf.image.adjust_saturation. ## URL(s) with the issue:

https://www.tensorflow.org/versions/master/api_docs/python/tf/image/adjust_saturation
https://github.com/tensorflow/tensorflow/blob/master/tensorflow/python/ops/image_ops_impl.py

## Description of issue (what needs changing):

### Raises listed and defined

Raises are not listed

### Usage example

No usage example has been provided

### Submit a pull request?

Yes
https://github.com/tensorflow/tensorflow/pull/29333"
